Region,Year,Month,rainfall_mm,temp_avg_c,temp_max_c,temp_min_c
South West,2019,3,1.63,27.76,31.06,25.49
South West,2019,4,3.43,27.96,30.84,25.3
South West,2019,5,7.7,27.41,30.25,24.95
South West,2019,6,13.04,26.32,29.56,23.79
South West,2019,7,7.67,25.55,28.76,23.61
South West,2019,8,3.46,25.41,28.34,23.77
South West,2019,9,11.2,25.7,28.18,24.13
South West,2019,10,16.65,25.84,28.98,23.79
South West,2019,11,3.3,27.24,30.27,24.85
South West,2019,12,2.44,27.06,30.83,20.49
South West,2020,1,0.03,25.64,30.5,17.2
South West,2020,2,0.02,27.05,31.68,20.77
South West,2020,3,3.47,27.79,31.13,24.92
South West,2020,4,3.85,27.58,30.84,25.26
South West,2020,5,5.2,27.34,30.46,25.1
South West,2020,6,11.64,26.33,29.21,24.19
South West,2020,7,9.8,25.1,28.13,22.81
South West,2020,8,0.46,24.55,27.95,21.37
South West,2020,9,11.67,25.37,28.57,23.67
South West,2020,10,3.37,26.16,30.32,23.93
South West,2020,11,3.37,27.09,30.81,24.31
South West,2020,12,0.97,26.99,30.65,22.88
South West,2021,1,0.32,26.97,30.8,22.1
South West,2021,2,0.58,27.46,31.68,21.91
South West,2021,3,2.36,27.48,30.85,25.16
South West,2021,4,4.34,27.7,30.86,24.6
South West,2021,5,3.32,27.33,30.03,24.69
South West,2021,6,7.91,26.52,29.71,24.16
South West,2021,7,11.26,25.64,28.46,23.23
South West,2021,8,11.24,25.56,28.31,23.84
South West,2021,9,11.06,25.77,28.86,23.64
South West,2021,10,7.74,26.52,29.57,24.66
South West,2021,11,8.77,27.04,30.18,25.19
South West,2021,12,0.01,26.98,30.85,21.13
South West,2022,1,0.88,25.85,30.42,18.06
South West,2022,2,0.08,26.96,30.97,18.67
South West,2022,3,1.71,27.86,31.36,25.85
South West,2022,4,7.59,27.19,29.76,25.02
South West,2022,5,3.98,27.09,30.48,24.9
South West,2022,6,12.75,26.16,29.41,23.78
South West,2022,7,10.15,25.4,28.32,23.19
South West,2022,8,5.71,24.76,28.05,22.44
South West,2022,9,10.96,25.29,28.19,23.57
South West,2022,10,7.83,26.28,29.94,23.64
South West,2022,11,1.71,26.92,30.32,24.4
South West,2022,12,1.29,26.0,29.76,19.06
South West,2023,1,0.15,26.24,30.24,19.9
South West,2023,2,0.73,27.21,31.47,21.68
South West,2023,3,3.62,27.5,30.49,25.15
South West,2023,4,6.79,27.6,30.41,25.38
South West,2023,5,3.56,27.7,30.1,25.69
South West,2023,6,14.35,26.44,29.18,24.23
South West,2023,7,8.96,26.13,29.28,24.31
South West,2023,8,5.38,25.8,29.22,23.91
South West,2023,9,11.95,26.16,29.51,24.14
South West,2023,10,8.09,26.87,30.06,24.86
South West,2023,11,4.53,27.25,30.56,24.31
South West,2023,12,0.09,27.03,30.94,21.37
