Region,Year,Month,rainfall_mm,temp_avg_c,temp_max_c,temp_min_c
South East,1990,5,5.52,25.81,30.69,22.27
South East,1990,6,5.03,25.36,30.64,21.64
South East,1990,7,5.02,24.43,29.89,21.13
South East,1990,8,2.23,24.72,30.16,21.24
South East,1990,9,5.26,24.67,29.59,21.42
South East,1990,10,7.05,25.25,31.05,20.64
South East,1990,11,2.3,25.58,31.65,21.22
South East,1990,12,2.52,25.5,31.66,16.74
South East,1991,1,0.65,24.6,32.16,14.52
South East,1991,2,0.64,26.75,32.51,21.1
South East,1991,3,1.3,26.96,33.34,21.62
South East,1991,4,6.27,26.34,32.02,21.87
South East,1991,5,5.15,26.12,31.52,21.65
South East,1991,6,5.2,25.55,30.72,22.06
South East,1991,7,9.02,24.47,29.94,20.93
South East,1991,8,3.16,24.46,30.01,20.78
South East,1991,9,5.04,24.94,30.4,21.54
South East,1991,10,4.86,24.56,29.99,21.09
South East,1991,11,1.19,25.75,30.71,21.91
South East,1991,12,0.14,23.37,31.54,15.14
South East,1992,1,0.03,23.33,32.58,12.89
South East,1992,2,0.12,25.2,33.7,14.85
South East,1992,3,3.27,26.77,35.03,21.47
South East,1992,4,4.22,26.54,31.66,23.04
South East,1992,5,7.13,25.94,31.08,22.57
South East,1992,6,10.99,25.14,30.82,21.58
South East,1992,7,12.88,23.97,28.93,20.61
South East,1992,8,6.81,23.82,28.97,20.08
South East,1992,9,7.78,24.26,29.94,20.67
South East,1992,10,10.46,24.64,29.52,20.73
South East,1992,11,1.67,24.09,30.35,15.81
South East,1992,12,0.01,23.5,31.14,15.16
South East,1993,1,0.02,22.74,31.83,13.07
South East,1993,2,0.73,25.74,32.71,14.27
South East,1993,3,2.75,25.93,32.79,16.94
South East,1993,4,4.46,26.31,32.54,21.68
South East,1993,5,6.41,26.3,31.44,22.73
South East,1993,6,9.52,25.2,30.22,21.52
South East,1993,7,10.98,24.43,29.66,21.26
South East,1993,8,8.36,24.04,29.09,20.03
South East,1993,9,10.96,24.56,29.45,21.14
South East,1993,10,8.88,25.12,30.64,22.06
South East,1993,11,3.46,25.14,30.32,20.95
South East,1993,12,0.68,23.71,30.96,15.91
South East,1994,1,1.0,24.34,31.97,13.95
South East,1994,2,0.44,25.69,32.55,16.9
South East,1994,3,2.74,26.74,32.4,21.65
South East,1994,4,7.7,26.62,32.71,21.91
South East,1994,5,5.63,26.01,31.49,22.38
South East,1994,6,7.81,25.14,30.0,21.84
South East,1994,7,9.61,24.37,28.76,20.54
South East,1994,8,8.87,24.38,29.02,21.35
South East,1994,9,12.55,24.57,29.6,21.66
South East,1994,10,10.44,24.69,29.46,21.67
South East,1994,11,2.44,24.16,29.81,16.34
South East,1994,12,0.0,21.81,30.85,14.99
South East,1995,1,0.45,23.48,31.43,15.31
South East,1995,2,1.48,25.0,32.75,15.6
South East,1995,3,4.25,26.56,32.11,21.77
South East,1995,4,5.94,26.59,32.26,22.71
South East,1995,5,6.73,26.01,30.77,22.4
South East,1995,6,9.45,25.37,30.55,21.39
South East,1995,7,13.41,24.51,28.9,21.54
South East,1995,8,14.56,24.57,29.24,21.7
South East,1995,9,11.32,24.87,29.36,21.76
South East,1995,10,8.87,24.86,30.06,21.64
South East,1995,11,2.36,24.13,30.18,17.92
South East,1995,12,0.04,24.28,31.2,15.23
South East,1996,1,0.06,25.12,32.38,16.28
South East,1996,2,1.14,26.63,33.37,19.58
South East,1996,3,4.94,26.43,32.66,21.7
South East,1996,4,6.05,26.5,32.05,22.09
South East,1996,5,7.17,26.25,31.74,22.6
South East,1996,6,11.22,25.18,31.2,21.74
South East,1996,7,5.13,24.2,29.16,20.62
South East,1996,8,13.35,24.23,29.56,20.76
South East,1996,9,9.51,24.55,29.82,21.35
South East,1996,10,7.16,24.6,29.72,21.23
South East,1996,11,0.61,23.56,30.22,16.9
South East,1996,12,0.11,24.31,31.04,15.75
South East,1997,1,0.29,24.62,31.54,14.85
South East,1997,2,0.16,23.07,32.02,14.08
South East,1997,3,6.53,26.11,32.66,15.58
South East,1997,4,6.36,25.92,32.69,21.26
South East,1997,5,8.21,25.82,31.59,22.04
South East,1997,6,11.34,24.89,29.95,20.89
South East,1997,7,5.73,24.44,29.6,20.93
South East,1997,8,7.15,24.36,29.5,20.17
South East,1997,9,7.2,25.18,30.16,21.99
South East,1997,10,3.46,25.73,31.35,22.48
South East,1997,11,2.72,26.02,31.3,21.56
South East,1997,12,1.3,23.99,31.14,16.15
South East,1998,1,0.06,23.13,32.46,14.26
South East,1998,2,0.26,26.91,34.56,17.12
South East,1998,3,0.29,27.09,35.01,16.99
South East,1998,4,10.34,27.79,33.5,24.05
South East,1998,5,5.37,27.03,32.65,22.91
South East,1998,6,7.58,25.78,31.23,21.97
South East,1998,7,4.47,24.84,30.46,21.38
South East,1998,8,6.7,24.71,29.83,20.44
South East,1998,9,9.73,24.94,29.86,21.81
South East,1998,10,5.14,25.42,31.08,21.82
South East,1998,11,0.4,25.74,31.09,20.5
South East,1998,12,0.06,24.26,31.05,16.55
South East,1999,1,0.24,25.01,32.13,15.26
South East,1999,2,1.89,26.3,32.31,21.99
South East,1999,3,1.22,26.88,32.83,22.54
South East,1999,4,2.32,26.52,32.45,22.5
South East,1999,5,4.18,26.32,32.5,22.63
South East,1999,6,4.63,25.58,30.76,21.95
South East,1999,7,4.49,24.77,30.03,20.45
South East,1999,8,3.39,24.97,30.13,21.39
South East,1999,9,4.85,24.86,30.39,20.89
South East,1999,10,8.21,24.82,30.05,21.46
South East,1999,11,1.71,25.58,31.49,20.79
South East,1999,12,0.08,24.6,31.67,14.76
South East,2000,1,0.04,25.52,33.27,16.32
South East,2000,2,0.03,24.68,33.99,15.29
South East,2000,3,0.92,26.38,33.35,17.99
South East,2000,4,2.39,27.04,32.59,23.02
South East,2000,5,8.93,26.67,33.49,22.37
South East,2000,6,27.37,24.9,29.8,21.11
South East,2000,7,21.08,24.19,29.16,21.13
South East,2000,8,5.77,24.07,28.94,20.89
South East,2000,9,9.31,24.32,29.33,21.55
South East,2000,10,21.43,24.99,30.18,21.47
South East,2000,11,7.51,25.41,31.48,20.09
South East,2000,12,0.37,22.61,30.98,14.61
South East,2001,1,0.04,22.57,31.86,13.87
South East,2001,2,0.43,23.85,32.3,13.74
South East,2001,3,1.44,26.62,32.47,22.15
South East,2001,4,10.77,26.49,31.67,22.57
South East,2001,5,6.73,26.31,31.57,22.63
South East,2001,6,11.71,24.85,30.04,21.66
South East,2001,7,5.27,24.22,29.77,19.72
South East,2001,8,5.55,24.47,30.46,21.16
South East,2001,9,11.43,24.56,30.67,20.77
South East,2001,10,5.79,25.37,30.71,20.81
South East,2001,11,3.06,25.64,30.95,20.8
South East,2001,12,0.36,25.26,31.65,15.87
South East,2002,1,0.03,22.5,31.04,13.22
South East,2002,2,0.1,25.49,33.47,14.36
South East,2002,3,2.88,27.04,33.42,23.01
South East,2002,4,12.23,26.72,33.91,22.84
South East,2002,5,5.65,26.71,31.68,22.52
South East,2002,6,4.93,25.31,30.39,21.44
South East,2002,7,14.16,24.87,30.45,21.56
South East,2002,8,6.43,24.56,29.89,21.26
South East,2002,9,4.04,24.87,29.87,21.74
South East,2002,10,6.66,25.12,30.53,21.12
South East,2002,11,1.1,25.56,30.95,18.38
South East,2002,12,0.04,23.86,31.52,13.6
South East,2003,1,1.41,24.7,32.58,13.84
South East,2003,2,4.63,26.66,33.68,18.09
South East,2003,3,0.79,26.83,32.27,21.48
South East,2003,4,6.56,26.71,32.44,22.53
South East,2003,5,8.41,26.27,31.27,22.23
South East,2003,6,3.92,25.19,30.75,21.8
South East,2003,7,4.74,24.84,29.92,20.86
South East,2003,8,3.51,25.05,30.21,21.51
South East,2003,9,9.2,25.06,30.84,21.63
South East,2003,10,10.04,25.55,30.28,21.72
South East,2003,11,1.6,25.85,30.68,19.67
South East,2003,12,0.21,24.27,30.8,15.95
South East,2004,1,1.26,25.01,32.16,17.35
South East,2004,2,0.26,25.66,32.76,15.05
South East,2004,3,0.37,26.71,33.3,18.57
South East,2004,4,5.87,26.61,31.85,22.94
South East,2004,5,8.05,26.27,32.23,22.1
South East,2004,6,7.26,25.3,30.15,22.2
South East,2004,7,4.27,24.62,30.07,20.88
South East,2004,8,5.3,24.82,30.16,21.4
South East,2004,9,8.82,25.05,30.32,21.72
South East,2004,10,4.07,25.3,30.84,21.45
South East,2004,11,2.7,25.56,31.25,18.85
South East,2004,12,0.04,25.54,31.72,18.61
South East,2005,1,0.13,22.88,31.86,13.16
South East,2005,2,0.7,26.88,33.03,20.06
South East,2005,3,2.55,27.06,31.69,22.25
South East,2005,4,2.79,27.2,32.34,22.92
South East,2005,5,2.19,26.28,31.27,22.05
South East,2005,6,4.71,25.7,30.92,21.8
South East,2005,7,3.46,25.2,30.42,21.62
South East,2005,8,6.49,25.21,30.84,21.28
South East,2005,9,13.8,25.48,30.61,21.59
South East,2005,10,6.32,25.31,30.05,21.73
South East,2005,11,1.51,25.93,31.55,20.91
South East,2005,12,0.05,25.7,31.91,17.19
South East,2006,1,0.51,26.29,32.22,20.22
South East,2006,2,1.08,26.94,33.45,22.79
South East,2006,3,1.98,26.58,32.9,22.12
South East,2006,4,2.5,26.85,32.44,23.02
South East,2006,5,5.72,26.07,31.73,22.49
South East,2006,6,4.39,25.69,31.07,22.08
South East,2006,7,5.93,25.16,30.49,21.72
South East,2006,8,17.77,24.84,29.9,21.48
South East,2006,9,10.75,24.8,29.95,21.69
South East,2006,10,4.18,25.6,30.27,21.95
South East,2006,11,1.2,25.03,31.09,16.95
South East,2006,12,0.0,23.32,30.86,13.29
South East,2007,1,0.0,22.26,33.05,12.44
South East,2007,2,1.43,26.11,32.7,16.38
South East,2007,3,1.42,26.72,32.67,18.85
South East,2007,4,4.63,26.86,32.13,23.04
South East,2007,5,3.81,26.58,31.92,22.42
South East,2007,6,13.31,25.21,30.45,21.58
South East,2007,7,7.93,24.75,29.93,20.9
South East,2007,8,14.77,24.68,29.18,21.16
South East,2007,9,13.84,24.91,30.06,21.37
South East,2007,10,8.76,24.76,30.14,21.9
South East,2007,11,4.24,25.28,31.19,20.25
South East,2007,12,1.31,23.9,31.09,14.48
South East,2008,1,0.14,22.96,30.61,13.57
South East,2008,2,0.3,24.24,31.79,14.92
South East,2008,3,2.04,26.51,32.15,22.07
South East,2008,4,3.62,26.29,32.24,22.48
South East,2008,5,3.77,26.21,32.17,22.13
South East,2008,6,5.4,25.46,30.44,21.93
South East,2008,7,5.39,24.96,30.14,21.04
South East,2008,8,5.92,24.72,30.14,21.36
South East,2008,9,10.76,25.03,30.49,21.26
South East,2008,10,4.57,25.45,31.48,21.43
South East,2008,11,0.6,26.1,31.69,21.27
South East,2008,12,0.44,25.29,31.49,16.1
South East,2009,1,1.13,25.72,32.42,17.15
South East,2009,2,0.48,26.71,33.25,21.37
South East,2009,3,2.22,26.92,33.09,22.6
South East,2009,4,3.54,26.51,32.4,22.89
South East,2009,5,6.22,26.06,31.35,22.37
South East,2009,6,5.92,25.43,30.45,21.53
South East,2009,7,4.33,25.17,30.21,21.46
South East,2009,8,6.89,25.08,30.09,22.06
South East,2009,9,4.5,25.4,31.01,21.95
South East,2009,10,6.32,25.24,30.15,21.57
South East,2009,11,3.62,25.21,30.73,18.19
South East,2009,12,0.01,25.29,32.52,15.67
South East,2010,1,0.68,25.82,32.62,16.51
South East,2010,2,1.03,27.01,32.89,17.08
South East,2010,3,1.84,26.99,33.98,22.09
South East,2010,4,4.84,27.26,33.95,22.35
South East,2010,5,6.38,26.83,31.51,23.44
South East,2010,6,6.77,25.66,31.21,21.65
South East,2010,7,7.16,24.96,30.34,21.35
South East,2010,8,7.39,25.02,30.38,21.88
South East,2010,9,12.63,24.96,29.96,20.66
South East,2010,10,7.05,25.1,29.98,21.24
South East,2010,11,2.81,25.7,31.0,20.77
South East,2010,12,0.97,24.47,30.94,15.19
South East,2011,1,0.08,23.81,32.28,13.02
South East,2011,2,1.82,26.21,32.09,21.64
South East,2011,3,1.23,26.78,32.41,21.96
South East,2011,4,2.64,26.48,31.23,22.55
South East,2011,5,6.46,26.09,30.35,22.92
South East,2011,6,6.29,25.46,31.11,22.09
South East,2011,7,7.83,24.94,30.11,21.25
South East,2011,8,10.01,24.77,29.42,21.54
South East,2011,9,8.66,24.76,29.63,20.73
South East,2011,10,8.85,24.93,29.89,21.78
South East,2011,11,1.2,25.36,30.77,17.04
South East,2011,12,0.02,23.33,31.44,14.48
South East,2012,1,0.11,24.29,31.34,15.14
South East,2012,2,1.18,26.27,32.09,21.28
South East,2012,3,1.22,26.76,32.38,22.32
South East,2012,4,4.66,26.48,31.85,22.97
South East,2012,5,4.57,25.8,30.72,22.23
South East,2012,6,8.03,25.22,31.16,20.91
South East,2012,7,5.54,24.7,29.62,21.01
South East,2012,8,7.58,24.63,30.1,20.74
South East,2012,9,8.38,24.89,30.04,21.63
South East,2012,10,8.35,25.07,29.84,21.66
South East,2012,11,3.14,25.62,30.79,20.86
South East,2012,12,0.49,23.91,30.44,15.02
South East,2013,1,0.52,24.99,32.01,16.07
South East,2013,2,1.14,26.28,33.03,15.43
South East,2013,3,2.61,26.71,33.03,21.8
South East,2013,4,2.73,26.56,32.8,22.31
South East,2013,5,6.8,26.06,31.95,22.16
South East,2013,6,6.22,25.43,30.29,21.44
South East,2013,7,5.98,24.73,30.0,21.42
South East,2013,8,7.45,24.72,29.76,20.78
South East,2013,9,9.07,24.93,30.29,21.6
South East,2013,10,8.37,25.25,30.25,21.41
South East,2013,11,4.13,25.59,31.11,21.35
South East,2013,12,1.81,24.68,31.32,13.74
South East,2014,1,0.42,25.55,31.58,16.49
South East,2014,2,0.86,26.43,33.22,19.05
South East,2014,3,1.45,26.55,32.22,21.86
South East,2014,4,3.63,26.5,31.83,22.5
South East,2014,5,4.28,26.29,31.48,22.3
South East,2014,6,3.89,25.89,30.78,22.04
South East,2014,7,4.13,25.3,31.02,21.44
South East,2014,8,6.23,24.83,30.28,21.2
South East,2014,9,5.91,24.97,29.98,21.35
South East,2014,10,4.49,25.41,30.43,20.83
South East,2014,11,1.42,25.95,32.02,21.37
South East,2014,12,0.01,25.62,32.23,15.93
South East,2015,1,0.04,23.71,32.71,12.83
South East,2015,2,0.81,26.74,33.22,22.24
South East,2015,3,2.95,26.74,33.01,22.19
South East,2015,4,1.63,26.88,32.52,22.71
South East,2015,5,4.06,26.4,31.52,22.27
South East,2015,6,5.83,25.51,30.56,22.16
South East,2015,7,6.1,25.44,31.08,21.37
South East,2015,8,3.54,25.34,30.55,22.23
South East,2015,9,7.7,25.32,31.42,22.09
South East,2015,10,5.91,25.45,30.87,21.74
South East,2015,11,3.82,25.97,32.22,19.65
South East,2015,12,0.01,22.94,30.81,13.78
South East,2016,1,0.13,24.55,32.76,15.4
South East,2016,2,0.19,26.94,35.48,14.71
South East,2016,3,3.76,27.57,32.93,23.39
South East,2016,4,2.73,27.41,32.82,23.56
South East,2016,5,5.09,26.58,32.35,22.43
South East,2016,6,6.09,25.63,31.55,21.54
South East,2016,7,7.42,25.04,29.79,21.71
South East,2016,8,10.88,24.94,30.15,21.94
South East,2016,9,9.38,25.02,29.42,21.47
South East,2016,10,8.55,25.64,30.91,21.89
South East,2016,11,1.58,26.44,31.49,20.64
South East,2016,12,0.3,25.26,31.97,16.36
South East,2017,1,0.19,25.6,32.2,16.32
South East,2017,2,0.09,26.21,32.86,17.28
South East,2017,3,2.72,27.03,33.04,23.03
South East,2017,4,4.2,26.85,33.08,20.9
South East,2017,5,5.76,26.59,31.86,22.14
South East,2017,6,8.96,25.9,31.89,22.11
South East,2017,7,12.39,25.13,29.92,21.67
South East,2017,8,7.72,24.81,29.95,21.35
South East,2017,9,8.91,25.1,29.7,22.04
South East,2017,10,7.14,25.54,31.06,21.56
South East,2017,11,1.17,25.86,31.15,17.31
South East,2017,12,0.08,25.59,31.83,17.6
South East,2018,1,0.01,23.92,31.88,11.76
South East,2018,2,2.57,26.91,34.08,18.71
South East,2018,3,1.9,26.74,32.62,22.75
South East,2018,4,1.66,26.63,32.31,22.75
South East,2018,5,3.19,26.38,31.87,22.14
South East,2018,6,13.23,25.41,30.96,21.32
South East,2018,7,10.15,25.09,30.02,21.47
South East,2018,8,7.19,24.9,29.58,20.74
South East,2018,9,7.64,25.28,31.06,21.31
South East,2018,10,5.46,25.48,30.91,21.63
South East,2018,11,2.76,26.46,32.55,20.15
South East,2018,12,0.01,25.3,31.93,16.63
South East,2019,1,0.58,25.74,32.95,16.58
South East,2019,2,0.45,26.2,33.08,17.98
South East,2019,3,1.08,26.95,32.72,22.53
South East,2019,4,0.74,27.48,33.0,22.28
South East,2019,5,5.04,26.6,32.57,22.81
South East,2019,6,6.62,25.96,31.33,22.24
South East,2019,7,8.85,25.24,30.91,21.26
South East,2019,8,9.38,25.09,29.79,21.24
South East,2019,9,11.82,25.24,30.24,22.03
South East,2019,10,10.84,24.96,30.12,20.89
South East,2019,11,4.35,26.35,31.64,21.81
South East,2019,12,0.09,25.02,31.61,16.14
South East,2020,1,0.0,24.54,33.42,13.47
South East,2020,2,0.06,26.15,34.03,15.85
South East,2020,3,3.68,27.33,34.05,19.65
South East,2020,4,3.63,27.06,32.94,21.34
South East,2020,5,6.15,26.68,32.79,22.9
South East,2020,6,7.61,25.61,31.2,21.65
South East,2020,7,10.03,24.91,29.52,21.71
South East,2020,8,4.38,24.87,30.43,20.01
South East,2020,9,17.04,24.96,29.98,21.35
South East,2020,10,4.8,25.32,30.93,21.04
South East,2020,11,2.27,26.21,32.04,20.54
South East,2020,12,0.31,26.11,32.01,18.73
South East,2021,1,0.45,26.13,32.65,17.69
South East,2021,2,0.16,26.43,33.45,17.41
South East,2021,3,1.79,26.57,32.82,21.23
South East,2021,4,4.41,26.97,33.19,21.77
South East,2021,5,5.5,26.44,31.52,21.87
South East,2021,6,7.19,25.75,32.77,21.71
South East,2021,7,4.65,25.08,29.9,20.46
South East,2021,8,8.75,25.11,29.84,21.39
South East,2021,9,5.69,25.18,30.11,21.29
South East,2021,10,6.94,25.69,31.6,22.08
South East,2021,11,4.1,26.12,31.79,21.83
South East,2021,12,0.2,24.88,32.77,17.47
South East,2022,1,1.45,24.57,33.08,13.68
South East,2022,2,0.05,25.58,34.94,14.16
South East,2022,3,1.51,27.32,34.19,21.26
South East,2022,4,4.08,26.88,35.29,22.3
South East,2022,5,3.91,26.36,32.39,22.6
South East,2022,6,4.82,25.38,30.52,21.57
South East,2022,7,5.46,25.19,30.27,21.6
South East,2022,8,7.03,25.02,30.1,20.97
South East,2022,9,9.53,25.08,30.55,21.53
South East,2022,10,4.44,25.66,31.68,21.33
South East,2022,11,0.83,26.05,32.13,18.42
South East,2022,12,0.31,24.85,32.43,15.7
South East,2023,1,0.12,25.62,33.94,15.51
South East,2023,2,0.44,26.8,35.13,17.55
South East,2023,3,2.3,26.71,33.43,22.11
South East,2023,4,1.87,27.23,34.06,23.03
South East,2023,5,2.4,27.27,33.77,22.27
South East,2023,6,9.78,25.69,30.93,22.01
South East,2023,7,7.81,25.88,31.73,21.76
South East,2023,8,2.83,25.82,31.13,22.27
South East,2023,9,8.11,25.83,31.54,22.39
South East,2023,10,5.39,26.14,31.26,22.69
South East,2023,11,2.05,26.34,32.04,22.59
South East,2023,12,0.03,26.41,34.32,17.53
South South,1990,1,0.27,26.11,31.84,21.74
South South,1990,2,2.72,26.28,32.97,17.9
South South,1990,3,0.97,27.41,33.6,21.67
South South,1990,4,8.1,26.64,31.71,23.13
South South,1990,5,7.43,25.86,31.23,22.75
South South,1990,6,8.3,25.51,30.58,21.97
South South,1990,7,6.57,24.55,29.28,21.85
South South,1990,8,1.1,24.57,30.01,21.56
South South,1990,9,5.3,24.8,29.62,22.19
South South,1990,10,8.25,25.36,30.76,21.84
South South,1990,11,5.14,25.99,31.25,22.71
South South,1990,12,5.13,25.72,31.55,18.49
South South,1991,1,3.15,25.72,31.84,15.68
South South,1991,2,0.96,26.59,32.16,23.06
South South,1991,3,1.81,26.77,31.89,23.25
South South,1991,4,11.03,26.13,31.25,23.18
South South,1991,5,5.25,26.15,31.22,22.89
South South,1991,6,10.46,25.54,30.47,22.58
South South,1991,7,14.57,24.46,28.85,21.53
South South,1991,8,2.16,24.33,29.23,21.48
South South,1991,9,5.77,25.03,29.91,22.01
South South,1991,10,4.81,24.65,29.86,21.68
South South,1991,11,2.58,25.86,30.87,22.6
South South,1991,12,2.96,24.98,31.89,17.32
South South,1992,1,0.0,24.22,32.25,13.3
South South,1992,2,0.71,26.31,33.27,17.6
South South,1992,3,6.57,26.84,33.46,22.91
South South,1992,4,6.62,26.63,31.52,23.57
South South,1992,5,9.3,26.0,31.02,23.24
South South,1992,6,22.81,24.91,30.04,21.69
South South,1992,7,21.76,23.81,27.33,21.29
South South,1992,8,10.2,23.64,28.44,20.46
South South,1992,9,14.01,24.16,29.76,20.87
South South,1992,10,14.43,24.89,29.65,22.03
South South,1992,11,4.35,25.01,30.64,17.59
South South,1992,12,0.03,25.13,31.45,17.06
South South,1993,1,0.21,24.2,32.33,15.35
South South,1993,2,2.15,26.29,32.7,19.84
South South,1993,3,4.17,26.01,32.17,18.43
South South,1993,4,6.87,26.35,31.63,23.26
South South,1993,5,11.06,26.25,30.87,23.21
South South,1993,6,16.99,25.19,29.98,22.13
South South,1993,7,18.11,24.35,28.94,21.65
South South,1993,8,10.2,24.06,28.71,20.56
South South,1993,9,15.08,24.64,29.17,21.97
South South,1993,10,10.38,25.47,30.49,22.2
South South,1993,11,4.72,25.58,30.51,21.63
South South,1993,12,1.45,25.27,31.26,17.44
South South,1994,1,2.23,25.24,31.82,15.84
South South,1994,2,1.58,26.62,32.92,19.4
South South,1994,3,5.53,26.73,32.04,23.66
South South,1994,4,12.72,26.48,31.54,23.34
South South,1994,5,6.65,26.03,30.48,23.15
South South,1994,6,12.45,25.11,30.05,22.4
South South,1994,7,22.44,24.28,28.47,21.8
South South,1994,8,19.2,24.34,28.42,21.57
South South,1994,9,18.21,24.59,29.3,22.21
South South,1994,10,13.67,24.96,30.08,21.98
South South,1994,11,4.17,25.21,30.12,19.23
South South,1994,12,0.02,23.86,31.45,17.14
South South,1995,1,2.09,25.14,31.82,17.36
South South,1995,2,3.2,26.39,32.69,20.72
South South,1995,3,6.97,26.64,31.7,22.85
South South,1995,4,8.86,26.52,31.72,23.53
South South,1995,5,9.96,25.98,30.77,22.91
South South,1995,6,13.4,25.44,30.57,22.53
South South,1995,7,20.4,24.66,28.74,22.25
South South,1995,8,20.55,24.57,28.93,22.11
South South,1995,9,19.77,24.78,28.91,22.3
South South,1995,10,13.63,25.12,30.06,22.41
South South,1995,11,3.39,25.47,30.6,19.9
South South,1995,12,0.17,25.54,31.47,16.74
South South,1996,1,0.25,26.05,31.8,19.36
South South,1996,2,2.4,26.64,32.94,22.95
South South,1996,3,7.79,26.33,31.71,22.86
South South,1996,4,8.79,26.49,31.6,23.18
South South,1996,5,9.33,26.26,31.18,23.3
South South,1996,6,19.33,25.22,29.96,22.1
South South,1996,7,7.29,24.18,29.07,20.93
South South,1996,8,23.36,24.17,29.08,21.25
South South,1996,9,16.4,24.41,28.95,22.1
South South,1996,10,8.94,24.87,30.12,22.16
South South,1996,11,1.92,25.59,31.18,20.32
South South,1996,12,0.58,25.94,31.22,20.29
South South,1997,1,0.83,25.55,31.71,17.5
South South,1997,2,2.27,24.86,32.31,16.26
South South,1997,3,14.22,26.42,32.94,18.16
South South,1997,4,9.86,25.76,31.97,22.15
South South,1997,5,12.46,25.92,30.38,23.23
South South,1997,6,19.85,24.82,30.5,21.49
South South,1997,7,10.5,24.34,29.16,21.47
South South,1997,8,12.11,24.13,28.91,20.87
South South,1997,9,9.04,25.18,30.51,22.4
South South,1997,10,1.67,26.0,31.33,23.19
South South,1997,11,3.54,26.22,31.48,22.6
South South,1997,12,3.26,25.95,31.35,18.82
South South,1998,1,0.21,24.64,32.59,16.13
South South,1998,2,0.33,27.81,34.63,20.55
South South,1998,3,0.35,28.02,34.38,20.38
South South,1998,4,15.25,27.69,32.61,24.79
South South,1998,5,6.37,27.12,31.64,24.22
South South,1998,6,9.55,25.82,30.68,22.98
South South,1998,7,8.01,24.78,29.09,21.73
South South,1998,8,10.86,24.54,30.44,20.97
South South,1998,9,16.72,24.89,29.35,22.54
South South,1998,10,6.69,25.45,30.7,22.65
South South,1998,11,0.5,26.12,31.25,22.26
South South,1998,12,0.07,25.6,31.64,18.4
South South,1999,1,0.33,25.71,31.92,16.81
South South,1999,2,0.96,26.36,31.53,23.11
South South,1999,3,1.57,26.73,31.51,23.78
South South,1999,4,3.7,26.59,31.84,22.76
South South,1999,5,3.89,26.27,31.85,23.13
South South,1999,6,4.72,25.78,31.02,22.61
South South,1999,7,5.12,24.81,30.11,21.56
South South,1999,8,3.86,25.03,30.38,21.78
South South,1999,9,7.4,24.79,30.83,22.02
South South,1999,10,12.93,24.78,29.88,22.13
South South,1999,11,2.73,25.47,30.63,21.53
South South,1999,12,0.13,25.73,31.0,19.19
South South,2000,1,0.1,26.08,32.58,19.59
South South,2000,2,0.11,25.72,32.11,17.3
South South,2000,3,3.53,26.72,32.19,21.89
South South,2000,4,2.27,26.59,31.48,23.52
South South,2000,5,7.3,26.4,31.52,23.3
South South,2000,6,30.0,25.0,29.78,22.35
South South,2000,7,20.12,24.37,28.59,21.71
South South,2000,8,6.41,24.09,28.96,20.93
South South,2000,9,9.58,24.34,28.95,21.81
South South,2000,10,22.68,25.11,30.44,22.22
South South,2000,11,6.26,25.83,30.91,22.92
South South,2000,12,1.46,24.56,31.11,16.67
South South,2001,1,0.17,24.87,31.9,17.0
South South,2001,2,0.48,25.17,31.76,14.93
South South,2001,3,0.91,26.71,32.09,23.5
South South,2001,4,4.52,26.64,31.5,22.63
South South,2001,5,9.67,26.29,31.56,23.33
South South,2001,6,11.22,25.13,30.33,22.3
South South,2001,7,5.48,24.4,29.38,20.33
South South,2001,8,5.68,24.27,29.7,21.33
South South,2001,9,12.59,24.41,29.12,21.65
South South,2001,10,5.06,25.64,30.71,22.28
South South,2001,11,1.65,25.78,31.17,22.53
South South,2001,12,0.89,26.66,32.28,21.04
South South,2002,1,0.04,24.73,31.72,15.0
South South,2002,2,0.53,26.36,32.77,16.86
South South,2002,3,4.53,27.03,32.76,23.91
South South,2002,4,15.62,26.68,31.5,23.88
South South,2002,5,6.73,26.66,30.9,22.81
South South,2002,6,8.4,25.37,29.72,22.61
South South,2002,7,20.23,24.86,29.73,22.18
South South,2002,8,7.45,24.55,29.32,22.04
South South,2002,9,4.91,24.9,29.97,22.02
South South,2002,10,6.33,25.5,30.55,22.29
South South,2002,11,1.47,25.96,31.32,22.35
South South,2002,12,0.65,25.19,31.86,16.34
South South,2003,1,0.95,25.78,32.87,16.26
South South,2003,2,6.13,27.21,33.3,22.8
South South,2003,3,1.41,26.99,31.61,23.53
South South,2003,4,9.5,26.68,32.19,23.7
South South,2003,5,6.36,26.31,30.75,23.21
South South,2003,6,4.61,25.39,30.74,22.48
South South,2003,7,11.14,24.72,29.72,21.82
South South,2003,8,3.67,24.89,29.37,21.69
South South,2003,9,11.19,25.19,30.17,22.52
South South,2003,10,9.84,25.77,30.53,22.81
South South,2003,11,2.83,26.07,31.42,23.01
South South,2003,12,0.84,25.56,30.85,17.69
South South,2004,1,3.53,26.01,31.99,20.14
South South,2004,2,0.87,26.36,31.97,18.91
South South,2004,3,0.84,26.91,32.81,20.29
South South,2004,4,8.5,26.61,31.24,23.54
South South,2004,5,12.77,26.13,30.58,22.61
South South,2004,6,5.67,25.26,29.16,22.67
South South,2004,7,5.47,24.49,29.96,21.4
South South,2004,8,7.31,24.67,28.99,21.54
South South,2004,9,6.94,25.01,29.57,22.47
